EmployeeID;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
203200;49.0;8.9;Human Resources;2;Life Sciences;Male;No;Yes;2;Human Resources;3;5.0;Single;5.0;258333;1;15;4;2;Very High;4;9.0;3;1;Medium;6.0;1.0;2.0
203201;53.0;9.8;Sales;3;Medical;Female;No;No;4;Research Director;1;11.0;Divorced;2.0;216667;3;10;1;4;High;1;8.0;4;1;Medium;8.0;3.0;8.0
203202;59.0;7.56;Research & Development;3;Human Resources;Female;Yes;No;3;Human Resources;1;19.0;Divorced;4.0;508333;8;11;2;1;Low;4;35.0;2;4;Low;14.0;5.0;3.0
203203;21.0;7.77;Sales;5;Technical Degree;Male;Yes;;3;Healthcare Representative;4;4.0;Married;3.0;50000;1;8;2;3;Very High;4;3.0;3;1;Low;0.0;0.0;0.0
203204;58.0;6.07;Research & Development;2;Medical;Female;No;No;1;Research Scientist;2;15.0;Married;3.0;316667;3;22;2;3;Very Low;4;19.0;2;2;Medium;15.0;2.0;6.0
203205;47.0;7.59;Research & Development;4;Other;Female;Yes;Yes;3;Research Scientist;2;6.0;Married;5.0;75000;2;10;3;2;Low;3;5.0;4;4;Low;;;
203206;59.0;10.71;Human Resources;1;Human Resources;Male;No;Yes;3;Sales Representative;1;14.0;Divorced;1.0;291667;5;15;1;1;High;4;21.0;3;4;Medium;3.0;3.0;1.0
203207;44.0;6.2;Research & Development;5;Technical Degree;Female;No;No;4;Manufacturing Director;4;13.0;Divorced;5.0;58333;1;8;1;4;Medium;4;2.0;2;2;High;2.0;2.0;2.0
203208;50.0;7.99;Human Resources;2;Medical;Female;No;No;2;Manufacturing Director;3;6.0;Married;1.0;150000;3;22;1;1;High;2;8.0;3;3;Low;6.0;3.0;4.0
203209;34.0;6.1;Human Resources;4;Marketing;Female;No;No;2;Sales Representative;4;8.0;Single;5.0;25000;1;20;3;3;Very High;3;0.0;1;3;Medium;0.0;0.0;0.0
203210;;7.98;Research & Development;5;Medical;Male;No;Yes;2;Research Director;2;13.0;Married;3.0;33333;1;18;2;1;Low;2;2.0;1;4;Medium;2.0;2.0;2.0
203211;55.0;7.6;Sales;1;Life Sciences;Female;Yes;Yes;3;Research Director;1;16.0;Divorced;2.0;108333;1;25;3;2;Very High;3;5.0;0;1;Low;3.0;3.0;2.0
203212;56.0;6.08;Sales;4;Marketing;Male;No;No;2;Laboratory Technician;4;3.0;Divorced;1.0;383333;3;20;3;1;Very High;1;25.0;3;3;High;1.0;1.0;1.0
203213;45.0;7.18;Human Resources;5;Human Resources;Male;No;Yes;2;Manufacturing Director;3;8.0;Single;3.0;16667;1;23;4;1;Very Low;1;1.0;2;3;Medium;0.0;0.0;0.0
203214;44.0;7.24;Sales;2;Medical;Female;No;Yes;2;Healthcare Representative;4;12.0;Divorced;4.0;216667;2;18;2;3;Very High;1;11.0;6;1;Medium;8.0;0.0;5.0
203215;48.0;6.1;Research & Development;4;Human Resources;Male;Yes;Yes;1;Manager;1;10.0;Single;1.0;291667;4;13;4;3;Low;2;16.0;1;3;High;6.0;4.0;6.0
203216;55.0;10.49;Sales;4;Other;Female;No;Yes;1;Manager;1;11.0;Single;2.0;308333;4;11;1;3;Very High;3;24.0;3;1;High;16.0;2.0;6.0
203217;46.0;6.0;Human Resources;3;Technical Degree;Female;No;Yes;4;Manager;4;17.0;Divorced;2.0;225000;2;15;3;2;Very High;2;11.0;3;1;Medium;11.0;4.0;6.0
203218;48.0;6.61;Sales;2;Medical;Male;Yes;No;2;Healthcare Representative;2;25.0;Divorced;1.0;350000;6;13;2;1;High;4;27.0;1;2;High;23.0;5.0;10.0
203219;47.0;9.18;Sales;2;Technical Degree;Male;No;Yes;3;Sales Representative;1;3.0;Single;2.0;25000;1;7;4;4;Very High;2;0.0;3;3;Medium;0.0;0.0;0.0
203220;44.0;6.42;Human Resources;4;Other;Female;No;No;4;Manager;3;5.0;Married;1.0;108333;3;25;1;4;Very High;1;8.0;1;2;High;;;
203221;49.0;6.68;Sales;2;Marketing;Male;Yes;Yes;1;;1;3.0;;5.0;225000;1;10;2;1;High;2;11.0;5;2;Medium;0.0;0.0;0.0
203222;36.0;9.18;Sales;2;Marketing;Male;No;No;3;Sales Executive;1;18.0;Divorced;2.0;133333;2;16;2;1;High;2;6.0;3;3;Medium;6.0;4.0;6.0
203223;39.0;6.92;Sales;2;Other;Male;Yes;No;4;Research Director;4;9.0;Married;3.0;116667;1;21;2;2;Very Low;1;4.0;5;1;;1.0;1.0;1.0
203224;42.0;6.0;Human Resources;3;Human Resources;Female;No;No;4;Research Director;2;28.0;Married;1.0;275000;2;23;2;3;Low;1;20.0;4;4;Medium;14.0;4.0;7.0
203225;32.0;8.01;Research & Development;3;Other;Female;No;Yes;2;Sales Representative;2;8.0;Married;5.0;58333;1;15;4;4;Low;4;3.0;1;2;Low;1.0;1.0;1.0
203226;39.0;10.0;Human Resources;4;Medical;Female;No;Yes;3;Research Scientist;4;3.0;Divorced;5.0;25000;1;14;3;3;High;4;1.0;4;1;Medium;0.0;0.0;0.0
203227;52.0;7.57;Sales;4;Life Sciences;Male;Yes;Yes;2;Laboratory Technician;3;8.0;Married;2.0;25000;1;22;3;1;Very Low;1;2.0;4;1;High;2.0;2.0;2.0
203228;26.0;7.98;Research & Development;5;Life Sciences;Male;No;Yes;2;Laboratory Technician;1;5.0;Single;4.0;50000;1;20;3;2;Very Low;3;3.0;4;3;Medium;3.0;3.0;1.0
203229;36.0;7.83;Sales;2;Marketing;Male;Yes;Yes;1;Manufacturing Director;1;2.0;Single;5.0;16667;1;16;2;3;Medium;4;0.0;3;2;Medium;0.0;0.0;0.0
203230;45.0;10.78;Sales;5;Life Sciences;Male;No;No;3;Sales Executive;2;16.0;Married;2.0;425000;1;20;1;3;Medium;2;23.0;1;4;High;23.0;5.0;1.0
203231;18.0;5.98;Research & Development;5;Human Resources;Female;No;No;1;Laboratory Technician;2;6.0;Divorced;4.0;33333;1;9;3;3;Medium;4;0.0;3;4;Medium;0.0;0.0;0.0
203232;46.0;2.08;Human Resources;3;Human Resources;Female;No;Yes;3;Research Director;3;14.0;Married;5.0;141667;2;16;3;2;Very Low;3;8.0;0;3;Low;5.0;5.0;4.0
203233;18.0;7.81;Research & Development;1;Other;Male;No;No;4;Manufacturing Director;4;9.0;Married;3.0;16667;1;17;4;2;Medium;4;0.0;1;2;High;0.0;0.0;0.0
203234;20.0;7.63;Research & Development;1;Marketing;Female;Yes;No;1;Sales Representative;1;2.0;Married;4.0;25000;1;25;3;1;Medium;2;2.0;3;4;Medium;0.0;0.0;0.0
203235;47.0;10.01;Research & Development;5;Other;Male;No;No;3;Research Scientist;2;5.0;Divorced;2.0;50000;2;8;2;4;Very High;3;4.0;4;2;Medium;2.0;2.0;2.0
203236;44.0;7.93;Sales;3;Medical;Male;Yes;No;3;Human Resources;3;10.0;Married;1.0;200000;2;14;1;4;Very High;1;10.0;2;2;Low;1.0;1.0;1.0
203237;60.0;6.51;Sales;1;Human Resources;Female;Yes;Yes;4;Human Resources;2;24.0;Single;5.0;516667;2;20;1;2;Low;3;27.0;4;1;Medium;12.0;3.0;6.0
203238;30.0;10.9;Human Resources;4;Technical Degree;Female;No;No;3;Sales Executive;3;6.0;Divorced;2.0;25000;1;14;4;3;High;2;2.0;4;4;Low;1.0;1.0;1.0
203239;52.0;7.32;Human Resources;4;Technical Degree;Male;No;No;1;Manager;1;21.0;Divorced;4.0;350000;5;22;2;3;High;1;28.0;5;3;Low;17.0;0.0;8.0
203240;55.0;8.8;Sales;3;Technical Degree;Male;Yes;Yes;2;Human Resources;2;13.0;Divorced;5.0;591667;1;19;1;3;Medium;4;31.0;5;4;Low;4.0;4.0;0.0
203241;52.0;8.0;Human Resources;3;Life Sciences;Female;No;No;2;Healthcare Representative;4;9.0;Divorced;1.0;250000;2;14;3;3;High;1;13.0;2;2;Medium;2.0;2.0;2.0
203242;39.0;9.61;Human Resources;5;Life Sciences;Female;No;No;4;Laboratory Technician;1;13.0;Divorced;2.0;266667;2;19;2;4;Very High;3;15.0;0;1;Low;2.0;2.0;2.0
203243;25.0;5.98;Research & Development;1;Life Sciences;Female;Yes;Yes;4;Laboratory Technician;1;7.0;Single;3.0;66667;1;12;1;2;Very High;1;4.0;4;2;High;4.0;4.0;4.0
203244;37.0;2.06;Sales;1;Human Resources;Male;No;No;4;Manufacturing Director;3;2.0;Divorced;3.0;125000;3;18;1;1;Medium;2;6.0;4;3;High;1.0;1.0;1.0
203245;59.0;10.69;Sales;1;Other;Male;Yes;Yes;3;Sales Executive;2;7.0;Single;5.0;58333;1;7;4;2;Very Low;1;3.0;3;3;Low;3.0;3.0;2.0
203246;39.0;6.37;Research & Development;3;Human Resources;Female;Yes;Yes;4;Human Resources;3;7.0;Divorced;5.0;191667;2;14;4;1;Very Low;1;8.0;4;1;High;4.0;4.0;3.0
203247;40.0;10.81;Sales;2;Marketing;Male;Yes;Yes;1;Sales Executive;1;4.0;Divorced;3.0;208333;1;7;3;1;Very Low;1;13.0;3;3;Medium;0.0;0.0;0.0
203248;23.0;7.88;Sales;5;Other;Male;No;No;2;Research Director;1;4.0;Married;4.0;16667;1;20;4;3;Very High;1;1.0;5;3;Low;1.0;1.0;1.0
203249;46.0;9.68;Research & Development;3;Medical;Male;Yes;No;2;Sales Executive;1;6.0;Married;5.0;208333;2;8;1;1;Very High;4;12.0;2;2;High;8.0;1.0;7.0
203250;60.0;10.32;Human Resources;1;Medical;;No;Yes;1;Sales Executive;2;17.0;Single;5.0;466667;5;20;2;1;High;1;33.0;5;4;High;27.0;0.0;2.0
203251;48.0;8.91;Human Resources;1;Marketing;Male;No;No;2;Sales Executive;2;15.0;Divorced;1.0;308333;3;15;2;2;Very High;1;21.0;2;4;Medium;5.0;5.0;4.0
203252;52.0;8.72;Research & Development;5;Medical;Male;Yes;Yes;4;Sales Executive;4;9.0;Single;5.0;75000;2;7;1;2;Very High;4;5.0;6;2;High;0.0;0.0;0.0
203253;36.0;7.8;Sales;1;Life Sciences;Female;Yes;Yes;1;Healthcare Representative;3;13.0;Single;4.0;208333;1;12;1;3;High;1;13.0;6;1;Medium;6.0;3.0;5.0
203254;52.0;10.92;Sales;4;Life Sciences;Male;No;No;1;Manager;3;26.0;Married;2.0;441667;1;20;4;4;Very High;4;26.0;1;1;Low;21.0;3.0;2.0
203255;31.0;7.39;Research & Development;4;Medical;Female;No;No;4;Manufacturing Director;1;15.0;Single;3.0;208333;2;21;3;4;Very Low;3;8.0;2;1;Medium;6.0;4.0;6.0
203256;46.0;8.21;Research & Development;1;Technical Degree;Male;Yes;Yes;3;Laboratory Technician;1;8.0;Married;1.0;41667;1;7;3;1;High;4;3.0;0;4;Low;1.0;1.0;1.0
203257;56.0;10.67;Research & Development;5;Life Sciences;Female;Yes;Yes;3;Research Scientist;1;23.0;Single;4.0;6666670;1;24;3;4;Very High;4;32.0;2;4;Medium;23.0;3.0;3.0
203258;36.0;7.42;Research & Development;2;Medical;Male;Yes;Yes;4;Laboratory Technician;1;16.0;Married;1.0;191667;2;8;1;3;Medium;3;14.0;1;2;Low;8.0;2.0;3.0
203259;50.0;6.13;Human Resources;5;Technical Degree;Male;No;Yes;1;Human Resources;4;21.0;Divorced;3.0;575000;3;25;2;3;Medium;1;28.0;4;3;High;12.0;1.0;1.0
203260;46.0;9.11;Research & Development;4;Marketing;Female;Yes;No;4;Research Scientist;4;15.0;Divorced;5.0;66667;1;15;3;3;Very High;2;4.0;5;4;Low;3.0;3.0;2.0
203261;21.0;6.0;Human Resources;5;Human Resources;Female;No;No;1;Manager;3;9.0;Divorced;4.0;41667;1;16;1;3;Low;1;2.0;6;3;High;0.0;0.0;0.0
203262;54.0;2.24;Sales;4;Human Resources;Female;Yes;No;2;Human Resources;1;17.0;Single;4.0;458333;5;10;1;3;Very High;1;24.0;4;2;High;3.0;3.0;0.0
203263;38.0;7.4;Research & Development;4;Other;Male;No;Yes;3;Manager;4;4.0;Married;4.0;191667;1;10;3;2;High;2;7.0;0;3;Medium;1.0;1.0;1.0
203264;28.0;7.1;Research & Development;4;Life Sciences;Male;No;Yes;4;Research Director;3;5.0;Single;5.0;58333;1;11;4;4;Very Low;2;3.0;5;2;Medium;0.0;0.0;0.0
203265;59.0;10.69;Sales;3;Medical;Male;Yes;Yes;3;Research Scientist;4;9.0;Married;2.0;341667;4;7;3;3;High;3;17.0;0;2;Low;7.0;0.0;1.0
203266;29.0;6.22;Research & Development;4;Medical;Male;No;No;1;Human Resources;2;3.0;Single;3.0;100000;1;16;2;1;Low;2;7.0;0;3;High;1.0;1.0;1.0
203267;51.0;8.39;Human Resources;4;Technical Degree;Male;No;Yes;2;Human Resources;4;14.0;Divorced;2.0;225000;2;21;2;2;Very High;2;11.0;1;1;Medium;5.0;5.0;1.0
203268;41.0;7.41;Sales;4;Human Resources;Female;Yes;Yes;4;Manufacturing Director;1;10.0;Married;3.0;58333;1;8;3;1;High;1;2.0;1;2;Low;0.0;0.0;0.0
203269;;8.61;Human Resources;1;Other;Male;No;Yes;4;Manager;1;20.0;Married;2.0;83333;1;10;2;1;Very High;2;4.0;2;4;High;4.0;4.0;1.0
203270;19.0;8.88;Sales;1;Other;Male;No;No;1;Laboratory Technician;4;7.0;Married;5.0;25000;1;8;3;4;Low;3;0.0;2;4;Medium;0.0;0.0;0.0
203271;57.0;7.32;Human Resources;1;Human Resources;Male;No;No;2;Human Resources;2;13.0;Single;5.0;6250000;6;18;1;2;Very Low;1;35.0;1;1;High;31.0;1.0;9.0
203272;33.0;7.72;Research & Development;2;Technical Degree;Male;Yes;No;2;Sales Executive;1;7.0;Single;5.0;191667;4;12;2;3;Very Low;3;9.0;5;3;Medium;6.0;4.0;2.0
203273;18.0;9.96;Sales;1;Other;Male;No;Yes;4;Manufacturing Director;4;4.0;Married;4.0;33333;1;9;4;4;High;3;0.0;2;1;High;0.0;0.0;0.0
203274;19.0;7.72;Research & Development;2;Human Resources;Female;No;;3;Human Resources;2;7.0;Single;1.0;16667;1;21;3;1;High;1;1.0;5;2;High;1.0;1.0;1.0
203275;48.0;7.06;Human Resources;3;Life Sciences;Male;No;Yes;2;Healthcare Representative;2;12.0;Married;3.0;158333;1;22;3;2;Very Low;2;9.0;6;1;High;2.0;2.0;2.0
203276;20.0;5.98;Sales;3;Life Sciences;Male;Yes;Yes;4;Sales Representative;3;9.0;Single;3.0;33333;1;17;1;2;Low;3;2.0;6;4;Medium;0.0;0.0;0.0
203277;31.0;6.32;Human Resources;5;Other;Male;No;No;3;Laboratory Technician;3;6.0;Married;4.0;25000;1;15;1;2;Low;1;1.0;2;1;Low;0.0;0.0;0.0
203278;34.0;6.67;Sales;3;Life Sciences;Male;Yes;No;1;Sales Representative;2;19.0;Divorced;2.0;233333;3;7;2;2;Low;2;8.0;6;3;Medium;4.0;4.0;0.0
203279;54.0;6.62;Sales;4;Human Resources;Male;No;No;4;Human Resources;2;15.0;Divorced;4.0;150000;2;18;3;1;Low;3;11.0;1;3;Medium;8.0;3.0;4.0
203280;60.0;6.33;Research & Development;1;Medical;;Yes;No;4;Laboratory Technician;4;11.0;Married;1.0;550000;9;12;1;3;Low;3;38.0;4;2;Medium;8.0;5.0;5.0
203281;33.0;7.81;Human Resources;2;Life Sciences;Female;No;No;4;Human Resources;4;10.0;Divorced;1.0;16667;1;22;4;1;Very High;4;0.0;2;2;Low;0.0;0.0;0.0
203282;29.0;7.38;Sales;1;Marketing;Female;No;No;3;Laboratory Technician;4;10.0;Divorced;1.0;58333;1;11;1;3;Medium;4;2.0;4;4;Low;2.0;2.0;2.0
203283;32.0;7.33;Research & Development;3;Technical Degree;Male;No;No;2;Human Resources;1;7.0;Married;3.0;50000;2;7;2;3;Very High;3;4.0;2;1;Medium;0.0;0.0;0.0
203284;35.0;7.83;Human Resources;3;Medical;Female;No;No;1;Sales Representative;1;6.0;Divorced;2.0;166667;2;12;4;2;Very High;4;11.0;1;1;Medium;4.0;4.0;4.0
203285;42.0;6.0;Sales;4;Life Sciences;;Yes;Yes;2;Healthcare Representative;2;8.0;Married;3.0;83333;2;23;4;1;Medium;1;4.0;0;2;High;3.0;3.0;1.0
203286;22.0;7.17;Sales;1;Technical Degree;Female;Yes;No;3;Human Resources;3;9.0;Divorced;1.0;25000;1;24;2;4;Low;1;1.0;6;2;High;1.0;1.0;1.0
203287;30.0;7.18;Research & Development;1;Technical Degree;Female;No;No;3;Research Scientist;1;5.0;Married;4.0;33333;1;22;3;3;Medium;1;2.0;1;2;Low;0.0;0.0;0.0
203288;38.0;6.57;Research & Development;1;Other;Male;No;No;4;Manager;2;3.0;Single;1.0;183333;3;14;3;3;High;4;9.0;3;4;Low;0.0;0.0;0.0
203289;32.0;7.11;Research & Development;3;Marketing;Male;Yes;Yes;3;Healthcare Representative;2;10.0;Divorced;1.0;166667;1;23;1;1;Low;3;11.0;4;2;Low;11.0;2.0;6.0
203290;;6.07;Research & Development;2;Life Sciences;Male;Yes;Yes;4;Laboratory Technician;2;18.0;Divorced;3.0;441667;5;13;3;4;Very High;3;34.0;0;3;High;19.0;0.0;6.0
203291;45.0;9.39;Sales;3;Other;Female;No;No;2;Laboratory Technician;4;13.0;Divorced;1.0;258333;4;17;1;2;Very Low;2;16.0;5;2;High;9.0;4.0;8.0
203292;38.0;7.11;Research & Development;1;Other;Female;No;Yes;1;Sales Representative;1;18.0;Married;3.0;158333;4;14;1;1;Very Low;1;8.0;4;4;Low;4.0;4.0;2.0
203293;42.0;7.12;Sales;4;Medical;Female;No;Yes;1;Sales Executive;4;5.0;Single;4.0;308333;1;25;3;3;High;1;16.0;6;1;Medium;;;
203294;57.0;6.72;Human Resources;3;Medical;Female;No;No;2;Manufacturing Director;4;9.0;Divorced;4.0;58333;1;25;2;2;High;4;2.0;1;1;High;2.0;2.0;2.0
203295;28.0;7.2;Human Resources;4;Human Resources;Female;No;No;2;Research Scientist;3;8.0;Married;2.0;108333;2;13;2;1;Low;2;5.0;5;2;High;5.0;5.0;5.0
203296;27.0;8.78;Sales;2;Medical;Male;No;No;2;Sales Representative;4;8.0;Married;5.0;116667;1;24;3;1;Very High;1;6.0;2;1;Low;6.0;0.0;5.0
203297;26.0;6.41;Sales;4;Life Sciences;Female;Yes;Yes;4;Sales Executive;3;5.0;Married;2.0;125000;2;23;3;4;High;3;5.0;0;3;High;4.0;4.0;3.0
203298;26.0;10.98;Sales;3;Technical Degree;Female;Yes;No;4;Human Resources;3;9.0;Married;5.0;25000;1;23;2;2;Medium;3;1.0;0;3;Medium;0.0;0.0;0.0
203299;18.0;7.72;Human Resources;4;Medical;Female;No;No;2;Human Resources;1;5.0;Divorced;1.0;25000;1;20;1;4;Very Low;2;0.0;2;1;Low;0.0;0.0;0.0
203300;30.0;10.9;Human Resources;5;Other;Male;No;No;3;Research Scientist;3;14.0;Single;3.0;133333;3;7;4;2;Medium;3;7.0;3;4;High;3.0;3.0;3.0
203301;29.0;7.27;Research & Development;4;Human Resources;Male;No;No;4;Research Director;1;8.0;Single;3.0;75000;2;18;2;3;Very High;1;6.0;1;3;Low;2.0;2.0;2.0
203302;56.0;6.29;Sales;5;Medical;Male;No;Yes;3;Healthcare Representative;4;12.0;Single;2.0;191667;3;12;4;3;Very High;1;13.0;3;3;Medium;9.0;2.0;3.0
203303;;6.9;Research & Development;2;Medical;Male;Yes;Yes;1;Human Resources;1;11.0;Married;1.0;375000;4;21;4;4;Medium;4;29.0;5;1;High;25.0;2.0;2.0
203304;39.0;6.81;Sales;5;Other;Male;No;No;3;Sales Representative;4;15.0;Married;1.0;66667;2;7;3;3;Medium;3;5.0;3;3;High;2.0;2.0;2.0
203305;43.0;6.93;Sales;1;Human Resources;Male;Yes;No;3;Laboratory Technician;2;11.0;Married;3.0;91667;1;15;4;4;Very High;2;7.0;5;3;High;6.0;1.0;4.0
203306;51.0;9.59;Research & Development;3;Technical Degree;Female;No;No;1;Manufacturing Director;1;12.0;Married;2.0;375000;2;13;4;1;High;1;24.0;1;2;Medium;11.0;4.0;6.0
203307;39.0;7.02;Human Resources;2;Human Resources;;No;No;2;Research Director;4;14.0;Divorced;2.0;241667;2;14;2;2;Very High;4;16.0;5;3;;16.0;3.0;8.0
203308;45.0;6.38;Research & Development;2;Marketing;Male;No;No;4;Manufacturing Director;2;18.0;Divorced;5.0;100000;2;13;4;4;Low;3;8.0;4;2;High;4.0;4.0;0.0
203309;50.0;6.7;Sales;5;Technical Degree;Male;No;No;2;Sales Representative;2;8.0;Divorced;3.0;58333;1;14;1;2;Medium;3;3.0;2;2;High;0.0;0.0;0.0
203310;55.0;7.08;Sales;2;Technical Degree;Female;No;No;4;Research Director;4;16.0;Divorced;4.0;66667;1;24;2;4;Very High;3;3.0;5;2;High;2.0;2.0;2.0
203311;27.0;9.98;Sales;2;Technical Degree;Female;Yes;Yes;1;Manager;1;18.0;Single;3.0;75000;1;14;2;2;Very High;2;6.0;2;3;Low;6.0;2.0;2.0
203312;26.0;10.11;Research & Development;1;Medical;Male;Yes;Yes;2;Research Scientist;2;10.0;Married;5.0;58333;1;11;4;3;Medium;3;2.0;5;4;Medium;;;
203313;48.0;7.94;Research & Development;4;Technical Degree;;Yes;No;1;Manufacturing Director;2;4.0;Divorced;1.0;158333;3;18;1;3;Low;1;6.0;1;2;Medium;1.0;1.0;1.0
203314;56.0;6.29;Human Resources;5;Medical;;No;No;3;Research Scientist;3;5.0;Married;2.0;241667;1;15;4;1;Very High;4;17.0;2;4;Low;7.0;1.0;3.0
203315;19.0;7.77;Human Resources;3;Other;Male;No;No;2;;4;10.0;;1.0;16667;1;22;3;3;Low;2;1.0;4;2;High;0.0;0.0;0.0
203316;24.0;7.35;Sales;4;Marketing;Male;No;No;3;Research Director;1;6.0;Single;5.0;25000;1;7;2;4;Very Low;3;1.0;1;3;High;1.0;1.0;1.0
203317;23.0;8.4;Sales;1;Technical Degree;Female;Yes;;1;Manufacturing Director;1;7.0;Single;5.0;25000;1;9;4;4;High;3;2.0;2;2;Low;1.0;1.0;1.0
203318;59.0;9.61;Sales;3;Other;Male;Yes;Yes;4;Sales Representative;2;19.0;Divorced;5.0;250000;1;14;1;3;Very Low;2;14.0;4;1;High;14.0;2.0;7.0
203319;20.0;7.41;Human Resources;5;Human Resources;Female;No;Yes;4;Healthcare Representative;1;10.0;Single;4.0;25000;1;8;3;1;Very High;3;1.0;4;2;Medium;0.0;0.0;0.0
203320;45.0;7.2;Research & Development;2;Other;Female;No;Yes;1;Manufacturing Director;3;15.0;Single;4.0;200000;3;9;3;2;Low;2;12.0;5;1;Medium;5.0;5.0;4.0
203321;37.0;6.41;Research & Development;2;Marketing;Female;No;Yes;3;Sales Representative;4;7.0;Married;5.0;241667;1;8;2;4;Very Low;1;12.0;4;3;High;5.0;5.0;0.0
203322;26.0;10.98;Research & Development;4;Other;Male;Yes;No;2;Research Scientist;1;10.0;Divorced;5.0;50000;1;22;1;2;Low;3;2.0;3;3;Low;2.0;2.0;2.0
203323;33.0;7.33;Sales;5;Human Resources;Female;No;Yes;2;Laboratory Technician;2;10.0;Divorced;2.0;25000;1;11;1;3;Very High;1;1.0;1;4;Low;0.0;0.0;0.0
203324;27.0;10.31;Sales;1;Life Sciences;Female;Yes;Yes;1;Manager;1;6.0;Single;5.0;16667;1;23;3;4;Very High;2;1.0;5;2;Low;1.0;1.0;1.0
203325;48.0;10.4;Research & Development;5;Marketing;Male;Yes;No;1;Healthcare Representative;2;5.0;Single;5.0;58333;1;8;3;4;Very High;1;3.0;3;2;High;0.0;0.0;0.0
203326;29.0;7.06;Sales;2;Technical Degree;Male;No;Yes;1;Manager;4;9.0;Married;3.0;16667;1;8;2;1;Very High;3;0.0;4;3;High;0.0;0.0;0.0
203327;60.0;10.85;Research & Development;2;Technical Degree;Female;Yes;Yes;2;Research Director;2;12.0;Married;3.0;283333;2;17;2;2;Very High;2;14.0;4;1;High;6.0;5.0;0.0
203328;30.0;6.3;Human Resources;5;Technical Degree;Male;No;No;1;Manufacturing Director;2;12.0;Single;2.0;25000;1;14;1;4;Very Low;3;2.0;0;1;Medium;2.0;2.0;2.0
203329;39.0;8.69;Sales;4;Marketing;Female;Yes;Yes;4;Manufacturing Director;3;20.0;Married;1.0;158333;2;20;4;2;Very High;3;10.0;5;2;Medium;6.0;2.0;4.0
203330;29.0;6.71;Research & Development;2;Technical Degree;Female;No;No;1;Manufacturing Director;1;18.0;Married;1.0;83333;1;25;2;1;High;4;5.0;4;4;Low;2.0;2.0;2.0
203331;39.0;7.23;Research & Development;5;Other;Female;No;No;4;Human Resources;3;20.0;Divorced;2.0;116667;2;7;2;2;Very High;3;5.0;4;2;Medium;5.0;5.0;3.0
203332;58.0;7.68;Human Resources;5;Human Resources;;No;Yes;4;Research Director;1;9.0;Single;2.0;408333;2;23;1;1;Medium;1;21.0;0;3;High;1.0;1.0;1.0
203333;28.0;9.18;Sales;1;Other;Male;Yes;Yes;3;Sales Representative;4;6.0;Married;2.0;125000;3;8;4;1;High;4;6.0;3;4;Medium;1.0;1.0;1.0
203334;30.0;6.42;Sales;1;Other;Female;Yes;Yes;4;Manufacturing Director;4;17.0;Married;4.0;225000;1;17;1;2;Low;4;9.0;1;2;Low;7.0;3.0;6.0
203335;50.0;10.09;Research & Development;1;Other;Female;Yes;Yes;3;Research Scientist;3;12.0;Married;4.0;416667;3;7;1;1;Low;2;22.0;5;1;High;3.0;3.0;0.0
203336;25.0;7.48;Sales;1;Other;Male;Yes;No;4;Research Scientist;1;8.0;Single;4.0;25000;1;21;4;4;Low;2;1.0;0;3;Low;0.0;0.0;0.0
203337;23.0;9.19;Sales;2;Technical Degree;Female;Yes;Yes;4;Research Scientist;3;9.0;Divorced;2.0;33333;1;15;1;1;Very Low;3;2.0;2;1;;0.0;0.0;0.0
203338;43.0;7.78;Human Resources;3;Other;Male;No;Yes;1;Manufacturing Director;1;28.0;Married;3.0;250000;2;23;3;3;High;3;13.0;5;2;High;10.0;4.0;6.0
203339;26.0;7.11;Sales;2;Other;Male;No;No;3;Research Scientist;1;13.0;Divorced;1.0;41667;1;18;1;3;High;2;3.0;2;2;Medium;3.0;3.0;1.0
203340;29.0;6.31;Human Resources;4;Technical Degree;Male;No;Yes;3;Sales Representative;1;13.0;Divorced;3.0;166667;3;8;2;1;Very Low;3;7.0;1;3;Medium;3.0;3.0;0.0
203341;43.0;7.59;Human Resources;3;Marketing;Female;No;No;2;Sales Executive;4;17.0;Single;1.0;391667;3;21;3;1;Medium;2;20.0;6;3;Low;7.0;2.0;5.0
203342;56.0;9.91;Research & Development;4;Marketing;Female;Yes;No;4;Sales Representative;1;12.0;Divorced;1.0;200000;1;18;1;3;Very High;2;10.0;1;2;High;10.0;3.0;5.0
203343;53.0;8.8;Research & Development;3;Technical Degree;Female;Yes;No;4;Manager;1;7.0;Divorced;3.0;25000;1;19;1;4;Very High;2;1.0;0;3;Medium;1.0;1.0;1.0
203344;51.0;9.32;Research & Development;5;Marketing;Female;No;No;2;;1;17.0;;4.0;50000;1;25;1;3;Medium;2;2.0;1;3;Low;2.0;2.0;2.0
203345;48.0;6.51;Human Resources;2;Marketing;Male;No;Yes;4;Research Scientist;1;5.0;Married;2.0;316667;1;22;2;1;High;2;19.0;1;3;High;7.0;5.0;7.0
