EmployeeID;Target;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
112493;1;32.0;6.59;Sales;3;Marketing;Male;No;Yes;1;Laboratory Technician;2;5.0;Married;5.0;125000;2;13;4;1;High;1;7.0;0;1;Medium;0.0;0.0;0.0
112494;0;60.0;6.41;Human Resources;4;Medical;Female;No;Yes;4;Sales Representative;1;18.0;Married;3.0;466667;1;17;4;3;Medium;1;26.0;5;3;High;12.0;4.0;7.0
112495;0;21.0;7.5;Research & Development;3;Medical;Female;No;No;4;Manager;4;4.0;Single;2.0;16667;1;21;3;1;Very High;3;0.0;2;2;High;0.0;0.0;0.0
112496;0;23.0;10.43;Human Resources;4;Life Sciences;Female;No;No;1;;3;16.0;;5.0;33333;1;25;3;4;Very High;3;2.0;6;2;Low;2.0;2.0;2.0
112497;1;23.0;9.78;Human Resources;5;Human Resources;Male;No;No;1;Research Director;2;7.0;Divorced;3.0;25000;1;15;4;1;Very Low;1;1.0;6;2;;1.0;1.0;1.0
112498;1;52.0;10.38;Research & Development;2;Technical Degree;Female;No;No;2;Sales Representative;1;12.0;Married;3.0;383333;7;14;4;2;Medium;1;28.0;1;1;Low;14.0;0.0;4.0
112499;1;28.0;7.62;Research & Development;2;Human Resources;Male;No;No;2;Healthcare Representative;3;9.0;Single;4.0;108333;3;9;1;4;Very Low;1;7.0;1;1;High;3.0;3.0;3.0
112500;0;;6.19;Human Resources;1;Other;;No;No;3;Healthcare Representative;2;8.0;Married;2.0;133333;1;15;2;4;Very High;4;7.0;3;2;Medium;0.0;0.0;0.0
112501;0;37.0;7.1;Research & Development;4;Technical Degree;Male;Yes;No;4;Manager;4;2.0;Single;2.0;141667;2;10;2;2;Low;2;5.0;3;1;High;1.0;1.0;1.0
112502;0;47.0;6.02;Research & Development;4;Technical Degree;Male;Yes;No;3;Sales Executive;2;12.0;Divorced;2.0;66667;2;11;4;2;Medium;1;5.0;6;1;Low;2.0;2.0;2.0
112503;0;49.0;10.11;Human Resources;4;Life Sciences;Male;No;Yes;2;Healthcare Representative;3;9.0;Married;5.0;166667;1;16;4;1;Low;3;13.0;1;2;Medium;7.0;0.0;2.0
112504;1;55.0;6.76;Sales;1;Technical Degree;Male;Yes;No;1;Manufacturing Director;1;13.0;Single;5.0;491667;5;10;3;1;Low;2;33.0;4;1;Medium;10.0;4.0;9.0
112505;0;22.0;6.72;Human Resources;2;Other;Female;No;Yes;1;Research Scientist;1;3.0;Single;5.0;33333;1;7;4;4;Very High;3;0.0;1;1;Low;0.0;0.0;0.0
112506;0;40.0;6.2;Research & Development;3;Life Sciences;Male;No;Yes;1;Sales Executive;3;13.0;Divorced;2.0;200000;3;15;3;2;Very Low;3;7.0;4;2;High;3.0;3.0;3.0
112507;0;44.0;8.03;Human Resources;4;Human Resources;Male;No;No;1;Research Director;3;18.0;Divorced;1.0;266667;5;17;1;3;Low;3;20.0;2;4;High;18.0;3.0;6.0
112508;0;33.0;7.79;Research & Development;2;Human Resources;Female;Yes;No;4;Research Director;4;8.0;Single;1.0;58333;1;21;2;4;Very High;3;2.0;6;3;High;0.0;0.0;0.0
112509;0;29.0;7.12;Human Resources;5;Medical;Female;No;Yes;3;Human Resources;4;12.0;Divorced;2.0;83333;2;23;3;1;High;3;4.0;1;1;Low;4.0;4.0;4.0
112510;0;56.0;7.06;Human Resources;1;Other;Female;No;Yes;4;Manufacturing Director;3;17.0;Divorced;1.0;400000;3;10;2;2;Very High;1;22.0;0;3;Medium;2.0;2.0;2.0
112511;0;33.0;7.5;Research & Development;2;Life Sciences;Male;Yes;No;4;Manager;2;8.0;Single;4.0;158333;1;7;1;3;Medium;1;7.0;1;1;Low;7.0;3.0;1.0
112512;0;49.0;7.38;Research & Development;1;Technical Degree;Male;Yes;No;3;Manufacturing Director;4;19.0;Married;4.0;283333;4;12;2;3;Very High;4;17.0;3;2;Medium;15.0;2.0;1.0
112513;0;56.0;9.96;Research & Development;4;Human Resources;;Yes;Yes;3;Laboratory Technician;1;15.0;Single;1.0;475000;8;19;3;2;High;1;32.0;6;4;Medium;14.0;5.0;1.0
112514;0;33.0;7.31;Research & Development;2;Marketing;Male;No;Yes;4;Research Scientist;2;12.0;Married;5.0;58333;1;24;3;3;Low;4;2.0;5;4;Low;2.0;2.0;2.0
112515;1;27.0;9.22;Human Resources;1;Life Sciences;Female;No;No;1;Research Scientist;1;3.0;Single;5.0;91667;2;23;2;4;Low;1;4.0;4;4;Medium;1.0;1.0;1.0
112516;0;21.0;10.9;Human Resources;1;Medical;Female;No;No;4;Manager;1;10.0;Married;3.0;25000;1;11;1;3;Very Low;2;1.0;4;4;Medium;0.0;0.0;0.0
112517;0;25.0;9.77;Sales;3;Other;Male;No;;4;Manufacturing Director;3;2.0;Single;4.0;58333;1;21;4;2;Medium;3;;5;3;Medium;0.0;0.0;0.0
112518;0;18.0;7.52;Research & Development;4;Human Resources;Female;Yes;Yes;1;Healthcare Representative;4;3.0;Married;2.0;1065;1;14;3;2;Very Low;1;0.0;4;2;Low;0.0;0.0;0.0
112519;0;33.0;6.11;Sales;3;Life Sciences;Female;Yes;Yes;2;Research Director;1;2.0;Married;1.0;25000;1;19;4;1;Very High;4;0.0;1;3;Low;0.0;0.0;0.0
112520;0;20.0;7.72;Human Resources;3;Marketing;Female;No;Yes;2;Manufacturing Director;4;3.0;Single;3.0;25000;1;21;3;4;Medium;2;1.0;1;4;Medium;1.0;1.0;1.0
112521;0;;6.17;Human Resources;3;Human Resources;Female;No;No;4;Sales Representative;1;9.0;Married;4.0;16667;1;7;3;4;High;2;1.0;6;4;High;0.0;0.0;0.0
112522;0;40.0;6.08;Human Resources;1;Life Sciences;Male;No;No;1;Manager;2;8.0;Single;4.0;333333;2;13;3;2;Medium;3;18.0;5;2;Medium;1.0;1.0;1.0
112523;0;28.0;7.52;Human Resources;3;Human Resources;Male;No;No;4;Manufacturing Director;1;6.0;Married;4.0;75000;1;25;2;2;Very Low;4;3.0;4;4;Low;2.0;2.0;2.0
112524;0;;7.01;Research & Development;4;Technical Degree;Female;Yes;Yes;4;Sales Executive;1;16.0;Married;2.0;158333;3;12;4;1;High;2;7.0;0;2;High;2.0;2.0;2.0
112525;0;18.0;9.69;Sales;2;Life Sciences;Male;No;No;4;Research Director;4;5.0;Married;2.0;25000;1;24;2;1;Very High;1;0.0;5;1;Medium;0.0;0.0;0.0
112526;0;19.0;6.37;Human Resources;1;Marketing;Female;No;Yes;4;Manufacturing Director;4;6.0;Married;3.0;16667;1;7;4;4;High;4;1.0;6;1;Medium;0.0;0.0;0.0
112527;0;24.0;6.91;Research & Development;4;Marketing;Male;Yes;Yes;1;Research Director;3;8.0;Married;3.0;33333;1;11;3;4;Medium;1;2.0;3;2;High;0.0;0.0;0.0
112528;0;34.0;7.38;Sales;3;Medical;Male;No;Yes;2;Manufacturing Director;3;7.0;Married;3.0;25000;1;15;2;2;Very Low;2;0.0;6;3;High;0.0;0.0;0.0
112529;0;46.0;8.4;Human Resources;1;Marketing;Female;No;No;4;Healthcare Representative;2;30.0;Divorced;5.0;241667;3;18;1;2;High;3;15.0;5;4;Medium;15.0;1.0;6.0
112530;0;57.0;6.88;Human Resources;4;Marketing;Male;No;Yes;1;Manufacturing Director;2;4.0;Single;4.0;275000;1;25;2;4;Medium;4;10.0;3;1;Medium;0.0;0.0;0.0
112531;0;35.0;7.4;Human Resources;4;Medical;Male;No;No;4;Research Scientist;4;15.0;Divorced;2.0;225000;1;8;4;4;High;4;11.0;1;1;Low;3.0;3.0;3.0
112532;0;24.0;9.78;Research & Development;4;Life Sciences;Female;Yes;Yes;1;Sales Representative;1;5.0;Single;3.0;41667;1;19;4;1;Low;4;2.0;6;4;High;2.0;2.0;2.0
112533;0;41.0;8.42;Research & Development;3;Marketing;Female;Yes;No;2;Research Director;2;18.0;Single;3.0;316667;4;18;4;3;Very High;3;16.0;6;2;High;10.0;0.0;8.0
112534;0;55.0;7.81;Research & Development;1;Life Sciences;Male;Yes;Yes;3;Sales Representative;4;15.0;Married;4.0;225000;2;12;1;2;Low;4;15.0;4;3;;15.0;1.0;9.0
112535;0;26.0;6.61;Sales;1;Human Resources;Female;Yes;;3;Human Resources;3;12.0;Divorced;1.0;58333;1;23;4;2;Medium;3;3.0;3;2;Medium;3.0;3.0;2.0
112536;0;30.0;6.0;Sales;3;Life Sciences;Female;No;No;1;Research Director;2;9.0;Single;5.0;133333;3;11;4;4;Very High;2;6.0;4;1;Medium;4.0;4.0;3.0
112537;0;50.0;9.51;Human Resources;4;Marketing;Male;No;No;4;Sales Executive;4;13.0;Single;4.0;233333;2;24;3;1;High;4;12.0;0;2;Low;2.0;2.0;2.0
112538;0;47.0;7.62;Research & Development;4;Marketing;Female;No;No;2;Research Scientist;4;8.0;Married;2.0;16667;1;11;3;3;Low;4;1.0;3;2;High;0.0;0.0;0.0
112539;0;55.0;6.41;Human Resources;1;Technical Degree;;No;No;2;Research Director;1;20.0;Married;2.0;491667;6;13;4;4;Very High;3;24.0;5;1;High;2.0;2.0;2.0
112540;1;36.0;6.47;Human Resources;2;Technical Degree;Male;No;Yes;3;Healthcare Representative;3;7.0;Married;1.0;8333;1;17;3;1;Very High;4;0.0;2;1;Medium;0.0;0.0;0.0
112541;0;51.0;7.98;Human Resources;2;Life Sciences;Female;No;No;1;Research Director;3;17.0;Divorced;3.0;233333;3;12;3;2;Very Low;2;13.0;3;2;Low;6.0;0.0;6.0
112542;1;29.0;6.87;Sales;5;Marketing;Female;No;No;2;Laboratory Technician;1;9.0;Divorced;4.0;125000;1;9;4;3;Medium;1;5.0;1;1;High;1.0;1.0;1.0
112543;1;38.0;6.0;Research & Development;1;Other;Male;Yes;Yes;1;Sales Executive;1;14.0;Divorced;4.0;283333;1;21;4;1;High;3;15.0;0;1;High;13.0;5.0;10.0
112544;1;43.0;10.37;Sales;2;Technical Degree;Female;No;No;4;Human Resources;1;25.0;Divorced;4.0;216667;3;12;1;2;Medium;1;14.0;6;4;Low;13.0;2.0;10.0
112545;0;35.0;7.13;Research & Development;4;Life Sciences;Male;Yes;No;1;Healthcare Representative;2;15.0;Single;2.0;50000;1;20;4;4;Low;2;4.0;2;2;High;2.0;2.0;2.0
112546;1;58.0;2.2;Research & Development;5;Technical Degree;Male;Yes;Yes;2;Manufacturing Director;4;18.0;Divorced;1.0;325000;2;14;4;3;Low;4;20.0;0;1;Low;17.0;1.0;10.0
112547;0;49.0;9.53;Human Resources;4;Medical;Male;No;No;3;Research Director;4;10.0;Single;3.0;216667;3;14;1;2;Very High;4;16.0;5;1;Low;0.0;0.0;0.0
112548;0;35.0;8.59;Sales;3;Human Resources;Male;No;No;1;Healthcare Representative;1;2.0;Divorced;4.0;16667;1;8;3;2;Very High;1;1.0;0;3;Low;1.0;1.0;1.0
112549;1;38.0;6.19;Sales;2;Technical Degree;Male;Yes;Yes;4;Sales Representative;1;2.0;Divorced;4.0;16667;1;10;3;1;High;4;0.0;5;3;Low;0.0;0.0;0.0
112550;0;30.0;7.08;Human Resources;3;Marketing;Female;No;Yes;1;Healthcare Representative;3;19.0;Married;3.0;116667;4;16;1;4;Low;3;8.0;6;4;High;2.0;2.0;2.0
112551;0;42.0;8.49;Human Resources;4;Other;Female;No;Yes;4;Research Scientist;2;9.0;Single;1.0;158333;4;18;1;1;High;4;9.0;2;2;Medium;2.0;2.0;2.0
112552;0;47.0;7.01;Sales;2;Human Resources;Male;Yes;Yes;1;Laboratory Technician;3;10.0;Single;1.0;41667;1;15;3;4;High;4;2.0;0;1;Low;1.0;1.0;1.0
112553;0;51.0;6.89;Sales;3;Other;Male;No;No;3;Research Scientist;1;13.0;Single;3.0;50000;1;7;4;3;Very High;2;3.0;3;4;Low;2.0;2.0;2.0
112554;0;48.0;9.08;Sales;5;Technical Degree;Male;Yes;;4;Laboratory Technician;2;9.0;Single;3.0;158333;1;14;3;4;Medium;3;;3;1;Medium;2.0;2.0;2.0
112555;0;22.0;6.01;Human Resources;2;Medical;Female;No;No;1;Manufacturing Director;2;2.0;Divorced;2.0;25000;1;15;3;4;Low;4;1.0;1;3;Low;1.0;1.0;1.0
112556;0;52.0;7.58;Research & Development;5;Technical Degree;Male;No;Yes;4;Sales Executive;3;16.0;Divorced;1.0;108333;1;15;3;3;Medium;2;4.0;3;2;Low;4.0;4.0;1.0
112557;0;20.0;8.01;Sales;5;Other;Female;Yes;Yes;4;Laboratory Technician;4;10.0;Married;5.0;16667;1;12;1;3;High;4;0.0;4;3;Low;0.0;0.0;0.0
112558;1;23.0;8.5;Human Resources;5;Marketing;Male;No;Yes;3;Sales Executive;1;2.0;Married;4.0;25000;1;20;2;4;High;4;1.0;6;3;Medium;0.0;0.0;0.0
112559;0;28.0;7.37;Human Resources;2;Life Sciences;Female;No;Yes;4;Manufacturing Director;4;17.0;Divorced;4.0;75000;1;8;4;3;Very Low;4;5.0;1;2;High;;;
112560;0;31.0;6.1;Sales;5;Human Resources;Male;Yes;Yes;1;Manufacturing Director;2;6.0;Married;3.0;25000;1;17;4;3;Very High;3;0.0;6;4;High;0.0;0.0;0.0
112561;0;25.0;8.69;Sales;2;Medical;Male;Yes;No;1;;3;17.0;Single;;25000;1;7;3;1;Very High;3;2.0;2;1;Low;2.0;2.0;2.0
112562;0;40.0;7.64;Research & Development;5;Medical;Female;No;No;1;Sales Representative;3;5.0;Divorced;5.0;325000;3;21;4;4;Low;2;18.0;5;3;Medium;0.0;0.0;0.0
112563;0;41.0;6.3;Human Resources;4;Marketing;Male;No;Yes;1;Sales Representative;4;14.0;Divorced;5.0;200000;2;19;3;2;Very High;2;7.0;1;2;Medium;7.0;4.0;5.0
112564;0;55.0;6.59;Human Resources;2;Other;Female;No;Yes;1;Human Resources;1;7.0;Divorced;2.0;25000;1;10;4;2;Very High;4;1.0;4;3;Medium;1.0;1.0;1.0
112565;0;40.0;9.95;Sales;3;Technical Degree;Female;No;No;2;Sales Representative;4;20.0;Divorced;4.0;91667;1;8;4;1;Very High;1;6.0;2;4;Medium;3.0;3.0;0.0
112566;0;38.0;6.08;Sales;4;Marketing;Female;No;Yes;4;Healthcare Representative;2;15.0;Married;5.0;100000;2;16;1;3;High;1;5.0;0;1;Medium;2.0;2.0;2.0
112567;0;44.0;10.28;Research & Development;4;Life Sciences;Male;Yes;Yes;1;Human Resources;3;7.0;Single;4.0;125000;1;15;1;1;Very High;2;6.0;3;4;Medium;0.0;0.0;0.0
112568;0;49.0;10.5;Human Resources;3;Other;Female;No;No;4;Research Scientist;4;20.0;Married;5.0;466667;4;20;3;1;Very High;2;24.0;1;2;Low;22.0;4.0;8.0
112569;0;41.0;6.66;Research & Development;2;Marketing;Female;No;No;3;Sales Executive;4;11.0;Divorced;4.0;75000;1;15;3;1;Very High;2;5.0;4;2;Medium;5.0;5.0;5.0
112570;0;;9.77;Sales;4;Human Resources;Female;No;No;3;Sales Executive;4;19.0;Single;1.0;250000;1;23;3;3;Very High;2;18.0;4;4;Medium;5.0;5.0;2.0
112571;0;47.0;9.42;Research & Development;3;Other;Female;No;Yes;1;Research Director;4;12.0;Married;5.0;358333;4;14;2;3;Very High;2;19.0;1;4;Medium;7.0;3.0;6.0
112572;1;20.0;9.11;Research & Development;1;Marketing;Female;No;Yes;3;Sales Executive;2;8.0;Single;5.0;25000;1;11;2;4;Low;1;0.0;5;2;Medium;0.0;0.0;0.0
112573;1;52.0;9.8;Research & Development;1;Marketing;Female;No;Yes;4;Laboratory Technician;2;8.0;Divorced;2.0;41667;1;24;1;3;Very Low;3;2.0;5;1;High;1.0;1.0;1.0
112574;1;59.0;9.98;Research & Development;2;Marketing;Male;No;No;2;Research Director;1;15.0;Single;1.0;100000;2;12;4;1;Very High;2;6.0;5;2;Low;4.0;4.0;2.0
112575;0;48.0;6.11;Sales;2;Technical Degree;Female;No;No;4;Laboratory Technician;3;10.0;Divorced;3.0;191667;1;20;1;2;Low;2;7.0;5;1;Low;3.0;3.0;3.0
112576;0;20.0;6.11;Research & Development;3;Other;Female;No;Yes;4;Sales Representative;4;3.0;Married;2.0;16667;1;24;1;4;Very High;4;1.0;6;2;Medium;1.0;1.0;1.0
112577;0;58.0;7.91;Sales;3;Technical Degree;Female;Yes;Yes;4;Research Scientist;3;6.0;Single;1.0;33333;1;8;4;4;Medium;1;0.0;4;4;Medium;0.0;0.0;0.0
112578;0;19.0;9.19;Sales;2;Other;Female;Yes;No;3;Human Resources;3;2.0;Married;3.0;25000;1;22;3;2;Very Low;1;1.0;6;4;Low;0.0;0.0;0.0
112579;0;28.0;5.98;Human Resources;3;Marketing;Male;No;Yes;2;Research Scientist;3;6.0;Divorced;5.0;25000;1;8;1;1;Very High;4;0.0;5;3;Low;0.0;0.0;0.0
112580;0;24.0;6.19;Research & Development;4;Technical Degree;Male;No;No;4;Human Resources;2;7.0;Married;4.0;58333;1;8;2;3;Very Low;3;2.0;1;3;High;0.0;0.0;0.0
112581;0;40.0;7.06;Sales;2;Technical Degree;Male;No;No;4;Sales Executive;1;10.0;Single;2.0;141667;2;13;3;1;Very Low;4;5.0;4;4;Low;0.0;0.0;0.0
112582;0;23.0;7.1;Human Resources;4;Other;Female;No;No;3;Sales Representative;3;7.0;Married;2.0;41667;1;21;2;2;Low;2;2.0;0;3;High;1.0;1.0;1.0
112583;0;;7.71;Human Resources;4;Other;;No;No;2;Sales Representative;1;5.0;Divorced;3.0;50000;1;16;4;1;Very High;3;2.0;1;2;Medium;1.0;1.0;1.0
112584;0;59.0;7.01;Human Resources;3;Medical;Male;No;No;4;Manager;2;15.0;Divorced;4.0;116667;1;9;4;3;High;4;5.0;2;3;Medium;2.0;2.0;2.0
112585;0;21.0;6.27;Human Resources;4;Marketing;Female;No;Yes;1;Manager;4;10.0;Married;4.0;58333;1;17;1;2;High;4;2.0;5;3;High;2.0;2.0;2.0
112586;0;38.0;7.81;Human Resources;2;Medical;Male;No;;2;Sales Executive;4;17.0;Married;2.0;300000;2;23;3;3;Very High;4;16.0;1;2;Medium;11.0;5.0;6.0
112587;1;18.0;6.51;Sales;1;Other;Male;Yes;Yes;1;Sales Executive;1;6.0;Single;2.0;8333;1;15;1;1;Medium;1;0.0;0;2;High;0.0;0.0;0.0
112588;0;23.0;7.78;Research & Development;1;Life Sciences;Male;No;Yes;3;Sales Representative;4;6.0;Married;2.0;16667;1;7;1;2;Very High;1;1.0;4;1;Medium;0.0;0.0;0.0
112589;0;30.0;8.7;Human Resources;3;Human Resources;Male;No;No;1;Research Scientist;4;7.0;Married;1.0;150000;3;9;4;4;High;3;7.0;3;3;Medium;2.0;2.0;2.0
112590;1;43.0;7.77;Human Resources;5;Technical Degree;Female;No;Yes;2;Research Director;3;7.0;Single;2.0;58333;1;14;1;3;Very Low;1;2.0;1;1;High;0.0;0.0;0.0
112591;0;40.0;8.62;Human Resources;2;Marketing;Female;No;No;2;Research Director;3;3.0;Divorced;4.0;25000;1;24;4;1;Low;2;1.0;4;2;Low;0.0;0.0;0.0
112592;1;27.0;7.7;Sales;3;Human Resources;Male;Yes;Yes;1;Healthcare Representative;1;8.0;Divorced;5.0;25000;1;20;4;2;High;1;1.0;0;1;Low;0.0;0.0;0.0
112593;0;26.0;6.67;Sales;4;Technical Degree;Male;No;Yes;4;Sales Representative;2;2.0;Married;2.0;66667;1;9;3;2;Very High;3;5.0;2;1;Medium;1.0;1.0;1.0
112594;0;45.0;7.83;Human Resources;5;Technical Degree;Female;No;Yes;3;Manufacturing Director;4;6.0;Single;1.0;366667;6;16;4;1;Low;2;24.0;0;3;Medium;;;
112595;0;57.0;9.22;Research & Development;1;Other;Male;Yes;No;1;Laboratory Technician;2;30.0;Divorced;2.0;325000;6;23;4;2;High;1;24.0;0;4;High;24.0;3.0;8.0
112596;0;43.0;10.98;Human Resources;3;Medical;Male;No;Yes;4;Manufacturing Director;2;10.0;Divorced;2.0;100000;4;18;1;3;Medium;2;8.0;0;4;Medium;8.0;4.0;8.0
112597;0;60.0;9.09;Research & Development;5;Technical Degree;Female;Yes;No;2;Healthcare Representative;4;14.0;Single;3.0;508333;2;19;1;1;Very Low;4;31.0;1;1;;26.0;0.0;4.0
112598;0;28.0;6.28;Sales;3;Medical;Male;No;No;2;Manufacturing Director;4;8.0;Married;2.0;66667;1;18;3;3;High;4;4.0;4;1;Medium;0.0;0.0;0.0
112599;0;32.0;6.78;Human Resources;2;Medical;Male;No;Yes;4;Research Director;2;5.0;Single;4.0;100000;2;20;3;3;Very Low;2;5.0;5;3;High;0.0;0.0;0.0
112600;0;24.0;6.29;Human Resources;3;Medical;Female;No;Yes;3;Healthcare Representative;2;3.0;Married;3.0;25000;1;13;3;1;Very High;4;0.0;2;2;High;0.0;0.0;0.0
112601;1;36.0;10.12;Human Resources;3;Other;Female;No;Yes;1;Laboratory Technician;3;9.0;Divorced;3.0;100000;3;20;2;4;Very High;2;7.0;1;1;High;1.0;1.0;1.0
112602;0;47.0;8.0;Human Resources;1;Other;Male;No;No;3;Manager;4;20.0;Single;5.0;50000;1;13;2;2;Low;2;2.0;0;3;High;2.0;2.0;2.0
112603;0;37.0;7.62;Research & Development;4;Marketing;Female;No;No;3;Research Scientist;3;6.0;Married;4.0;241667;2;9;1;3;Medium;4;13.0;0;1;High;0.0;0.0;0.0
112604;0;31.0;8.48;Human Resources;4;Other;Male;No;No;2;Human Resources;4;6.0;Married;2.0;108333;1;20;4;3;Low;1;5.0;5;3;High;2.0;2.0;2.0
112605;0;30.0;7.32;Research & Development;1;Human Resources;Female;Yes;No;3;Manufacturing Director;1;5.0;Married;5.0;75000;1;21;3;4;Very Low;3;5.0;4;1;Medium;3.0;3.0;1.0
112606;0;;2.0;Research & Development;3;Human Resources;Male;No;Yes;3;Research Scientist;1;4.0;Divorced;1.0;16667;1;9;1;3;Very High;2;0.0;0;4;High;0.0;0.0;0.0
112607;0;31.0;7.32;Research & Development;3;Medical;Female;No;Yes;2;Sales Executive;3;9.0;Married;2.0;75000;2;20;3;2;Very Low;3;4.0;1;4;High;0.0;0.0;0.0
112608;0;23.0;7.32;Sales;5;Technical Degree;Female;Yes;No;1;Sales Executive;3;2.0;Single;1.0;41667;1;11;4;1;Very High;4;2.0;2;2;Medium;0.0;0.0;0.0
112609;1;27.0;18.0;Research & Development;2;Other;Female;Yes;Yes;3;Manufacturing Director;1;9.0;Divorced;1.0;1063;1;7;1;1;Very Low;2;0.0;0;1;;0.0;0.0;0.0
112610;0;58.0;7.48;Research & Development;2;Other;Male;Yes;Yes;3;Laboratory Technician;1;18.0;Married;3.0;400000;6;17;3;3;Very High;4;30.0;4;3;Low;10.0;3.0;9.0
112611;0;58.0;7.91;Sales;3;Life Sciences;Male;No;Yes;3;Sales Executive;1;7.0;Married;2.0;16667;1;22;3;3;Medium;2;1.0;1;4;High;1.0;1.0;1.0
112612;0;40.0;6.09;Sales;2;Medical;Female;No;No;1;Sales Executive;4;5.0;Married;5.0;108333;1;21;4;3;High;3;4.0;6;4;Medium;0.0;0.0;0.0
112613;0;36.0;10.9;Sales;5;Human Resources;Male;Yes;No;1;Healthcare Representative;3;9.0;Married;2.0;50000;1;9;2;1;Medium;4;2.0;4;1;High;1.0;1.0;1.0
112614;1;26.0;10.41;Sales;3;Life Sciences;Male;Yes;Yes;2;Laboratory Technician;2;16.0;Single;5.0;83333;2;8;2;4;Very Low;4;5.0;2;1;High;3.0;3.0;2.0
112615;0;48.0;7.06;Human Resources;4;Technical Degree;Female;No;Yes;3;;2;21.0;;2.0;500000;5;18;3;1;Very Low;3;26.0;5;1;High;21.0;2.0;10.0
112616;0;58.0;10.51;Sales;2;Marketing;Male;Yes;Yes;3;Healthcare Representative;2;10.0;Single;1.0;350000;1;8;1;3;Very High;3;17.0;1;3;Low;10.0;4.0;2.0
112617;0;;7.42;Sales;5;Technical Degree;Female;No;Yes;2;Healthcare Representative;4;2.0;Single;2.0;58333;1;24;1;4;Low;3;2.0;0;3;Medium;1.0;1.0;1.0
112618;0;28.0;6.68;Sales;4;Marketing;Male;Yes;No;3;Manager;2;9.0;Single;3.0;50000;1;12;2;4;Low;4;2.0;2;4;Low;0.0;0.0;0.0
112619;0;54.0;6.32;Research & Development;2;Marketing;Female;No;No;2;Healthcare Representative;1;10.0;Divorced;1.0;33333;1;18;3;4;High;3;0.0;5;4;High;0.0;0.0;0.0
112620;0;22.0;7.51;Sales;3;Marketing;Male;Yes;No;2;Research Director;2;9.0;Divorced;5.0;1060;1;22;4;3;High;2;0.0;2;4;Low;0.0;0.0;0.0
112621;1;46.0;9.08;Research & Development;1;Marketing;Male;Yes;Yes;2;Research Director;4;25.0;Divorced;1.0;150000;2;22;1;2;High;1;12.0;5;2;Medium;11.0;1.0;7.0
112622;0;56.0;7.0;Sales;1;Other;Male;No;No;3;Manager;2;12.0;Married;2.0;483333;4;22;4;3;Medium;4;26.0;1;1;High;14.0;4.0;8.0
112623;0;51.0;9.97;Sales;4;Other;Male;No;Yes;3;Manufacturing Director;1;9.0;Single;4.0;125000;1;18;3;2;Very Low;4;10.0;2;4;High;1.0;1.0;1.0
112624;1;25.0;8.59;Human Resources;2;Life Sciences;Male;No;No;1;Sales Executive;3;4.0;Married;4.0;16667;1;8;4;3;Low;2;1.0;3;1;Medium;1.0;1.0;1.0
112625;0;54.0;6.79;Sales;4;Human Resources;Male;No;No;3;Sales Representative;4;21.0;Single;2.0;283333;5;12;4;3;Low;4;21.0;2;3;Medium;13.0;0.0;5.0
112626;0;36.0;7.93;Sales;1;Medical;Female;Yes;No;3;Laboratory Technician;2;7.0;Divorced;1.0;25000;1;20;3;1;Very High;1;1.0;4;1;High;1.0;1.0;1.0
112627;1;21.0;9.4;Human Resources;4;Medical;Female;No;Yes;4;Human Resources;2;3.0;Single;4.0;25000;1;23;3;2;High;1;1.0;5;1;Medium;1.0;1.0;1.0
112628;0;33.0;8.83;Sales;2;Medical;Female;No;No;3;Manager;3;7.0;Divorced;3.0;100000;2;21;2;4;Very High;1;4.0;4;1;Low;1.0;1.0;1.0
112629;0;46.0;10.73;Human Resources;3;Technical Degree;Male;No;No;4;Sales Representative;3;20.0;Divorced;1.0;350000;3;20;3;1;High;2;22.0;5;3;Medium;18.0;4.0;5.0
112630;0;50.0;6.62;Research & Development;5;Technical Degree;Male;Yes;Yes;1;Human Resources;2;17.0;Single;1.0;308333;2;19;3;1;Low;1;15.0;3;2;Medium;14.0;0.0;3.0
112631;0;39.0;7.1;Human Resources;3;Medical;Male;No;Yes;4;Human Resources;2;16.0;Divorced;2.0;41667;1;16;1;4;Very High;1;3.0;6;3;High;3.0;3.0;2.0
112632;0;20.0;2.01;Research & Development;1;Medical;Male;Yes;No;1;Human Resources;1;9.0;Married;3.0;16667;1;24;4;1;Very Low;3;1.0;6;2;High;0.0;0.0;0.0
112633;0;33.0;7.91;Research & Development;4;Other;Female;No;No;1;Manager;1;5.0;Married;2.0;91667;2;13;1;1;Very Low;3;5.0;2;3;Low;0.0;0.0;0.0
112634;0;44.0;6.28;Sales;1;Human Resources;Female;No;Yes;1;Sales Executive;1;17.0;Married;1.0;350000;3;18;3;4;Very High;4;22.0;5;4;High;15.0;5.0;6.0
112635;0;24.0;6.92;Sales;1;Technical Degree;Female;No;No;4;Manager;4;5.0;Single;5.0;16667;1;20;1;4;High;3;1.0;4;1;Low;0.0;0.0;0.0
